Pair,L1,a1,b1,L2,a2,b2,DV,DV normF3,DECIEDE2000,GradoDE00
1.4,36.39,4.7,-31.36,36.19,5.36,-30.51,3.591257457891899,2.45064017829152,0.94006822513333,0.19813985165209932
1.6,36.39,4.7,-31.36,36.5,4.25,-30.87,1.107244319014484,0.755573067946395,0.219908907456849,0.19813985165209932
1.4,36.39,4.7,-31.36,36.19,5.36,-30.51,3.591257457891899,2.45064017829152,0.94006822513333,0.2846700896439786
1.9,36.39,4.7,-31.36,36.5,4.51,-30.44,1.3926903584217065,0.95035874958815,0.368563249234066,0.2846700896439786
1.4,36.39,4.7,-31.36,36.19,5.36,-30.51,3.591257457891899,2.45064017829152,0.94006822513333,0.2790616964078196
1.10,36.39,4.7,-31.36,37.01,3.54,-29.08,1.4874000502671247,1.01498774909688,0.840007967038572,0.2790616964078196
1.4,36.39,4.7,-31.36,36.19,5.36,-30.51,3.591257457891899,2.45064017829152,0.94006822513333,0.5708021575921267
1.17,36.39,4.7,-31.36,36.51,5.52,-31.23,1.3378726026321768,0.912951631201947,0.708936119786286,0.5708021575921267
1.4,36.39,4.7,-31.36,36.19,5.36,-30.51,3.591257457891899,2.45064017829152,0.94006822513333,0.4749000336043167
1.22,36.39,4.7,-31.36,36.28,3.52,-29.45,1.2988266992050448,0.88630707500981,0.569863292956273,0.4749000336043167
1.4,36.39,4.7,-31.36,36.19,5.36,-30.51,3.591257457891899,2.45064017829152,0.94006822513333,0.769459152135406
1.23,36.39,4.7,-31.36,35.75,4.51,-30.75,1.069015971657292,0.729486404931139,0.571453107336841,0.769459152135406
1.4,36.39,4.7,-31.36,36.19,5.36,-30.51,3.591257457891899,2.45064017829152,0.94006822513333,0.4430551572570046
1.29,36.39,4.7,-31.36,35.03,4.52,-30.93,1.4253874014968224,0.972670902984067,1.13616345999981,0.4430551572570046
1.4,36.39,4.7,-31.36,36.19,5.36,-30.51,3.591257457891899,2.45064017829152,0.94006822513333,0.16104874174736247
1.32,36.39,4.7,-31.36,34.93,5.56,-30.91,1.5838528101336264,1.08080620174961,1.49908676484375,0.16104874174736247
1.4,36.39,4.7,-31.36,36.19,5.36,-30.51,3.591257457891899,2.45064017829152,0.94006822513333,0.42467963465927105
1.37,36.39,4.7,-31.36,37.08,5.25,-32.08,1.4059032724821652,0.959375117336605,0.624174715455716,0.42467963465927105
1.4,36.39,4.7,-31.36,36.19,5.36,-30.51,3.591257457891899,2.45064017829152,0.94006822513333,0.3126086225916258
1.43,36.39,4.7,-31.36,36.63,4.51,-32.0,1.4600766753454384,0.99634253600241,0.498816860166341,0.3126086225916258
1.4,36.39,4.7,-31.36,36.19,5.36,-30.51,3.591257457891899,2.45064017829152,0.94006822513333,0.23241323278649087
1.44,36.39,4.7,-31.36,36.14,4.55,-31.14,0.8783499038984887,0.599377680524095,0.219035091864491,0.23241323278649087
1.4,36.39,4.7,-31.36,36.19,5.36,-30.51,3.591257457891899,2.45064017829152,0.94006822513333,0.16125398168308888
1.46,36.39,4.7,-31.36,36.46,4.16,-32.06,1.6823125304459785,1.14799418495527,0.746113613061286,0.16125398168308888
1.4,36.39,4.7,-31.36,36.19,5.36,-30.51,3.591257457891899,2.45064017829152,0.94006822513333,0.2848776901744754
1.48,36.39,4.7,-31.36,36.5,5.04,-32.23,1.0308549206501076,0.70344566407083,0.276292756863849,0.2848776901744754
1.4,36.39,4.7,-31.36,36.19,5.36,-30.51,3.591257457891899,2.45064017829152,0.94006822513333,0.5425816478070684
1.49,36.39,4.7,-31.36,37.16,4.82,-31.11,1.3531944898592314,0.923407142211273,0.682599130711659,0.5425816478070684
1.4,36.39,4.7,-31.36,36.19,5.36,-30.51,3.591257457891899,2.45064017829152,0.94006822513333,0.21341221074171093
1.50,36.39,4.7,-31.36,36.55,4.57,-31.52,1.0276465918941462,0.701256330656411,0.221480797259698,0.21341221074171093
1.4,36.39,4.7,-31.36,36.19,5.36,-30.51,3.591257457891899,2.45064017829152,0.94006822513333,0.26383206589546043
1.52,36.39,4.7,-31.36,36.96,5.26,-30.65,1.5935708637734705,1.08743771003486,0.913741255744999,0.26383206589546043
1.4,36.39,4.7,-31.36,36.19,5.36,-30.51,3.591257457891899,2.45064017829152,0.94006822513333,0.647210106039156
1.53,36.39,4.7,-31.36,36.54,5.67,-31.34,1.2758590421020883,0.870634162748943,0.779902996768913,0.647210106039156
1.4,36.39,4.7,-31.36,36.19,5.36,-30.51,3.591257457891899,2.45064017829152,0.94006822513333,0.35043045683781754
1.54,36.39,4.7,-31.36,36.58,5.58,-32.6,1.2684149321056604,0.865554372377193,0.399502085214153,0.35043045683781754
1.4,36.39,4.7,-31.36,36.19,5.36,-30.51,3.591257457891899,2.45064017829152,0.94006822513333,0.6537993185151287
1.62,36.39,4.7,-31.36,36.58,4.73,-30.55,1.0553785119190746,0.72018033100113,0.465812494953592,0.6537993185151287
1.4,36.39,4.7,-31.36,36.19,5.36,-30.51,3.591257457891899,2.45064017829152,0.94006822513333,0.2926911158441274
1.65,36.39,4.7,-31.36,36.96,4.18,-29.62,1.548969254280965,1.057001992529,0.766572026969221,0.2926911158441274
1.4,36.39,4.7,-31.36,36.19,5.36,-30.51,3.591257457891899,2.45064017829152,0.94006822513333,0.3425819867510949
1.66,36.39,4.7,-31.36,35.94,4.42,-31.57,1.4415567248474217,0.983704697000127,0.490265766101595,0.3425819867510949
